,rank,RDM,RDM_avg,lower_bound,upper_bound,range,diff_m1_mc_median
330503,144.0,0.5059521794319153,0.5270258585611979,0.4996963219643627,0.5559413481510268,0.056245026186664104,0.02176881084654625
291815,161.0,0.4732925593852997,0.526770830154419,0.5003594735769137,0.5534977568152918,0.0531382832383781,0.05398732121472094
237163,99.0,0.5775311589241028,0.5261667569478353,0.48411289796673435,0.5667411615635881,0.08262826359685377,0.05145322726851331
343920,128.0,0.5358557105064392,0.5250383615493774,0.5078355171737201,0.5426403530483187,0.034804835874598594,0.01108501630645864
181763,155.0,0.4878078997135162,0.5236165920893351,0.4961349925009451,0.5496816651211768,0.05354667262023166,0.03523516726050918
165459,83.0,0.6018716096878052,0.5205824772516886,0.48687458715432663,0.5536602963359739,0.06678570918164728,0.0815175976282515
115786,120.0,0.5491718053817749,0.5204776128133138,0.48575837449488113,0.5535006559865524,0.06774228149167127,0.02939869930512795
66806,138.0,0.5132765769958496,0.5204498767852783,0.5149573768354038,0.5261573394220337,0.011199962586629919,0.007201324535198617
41908,116.0,0.5555402636528015,0.5197461446126302,0.47815360956067926,0.5624335283151537,0.08427991875447444,0.03661386464159877
225785,141.0,0.5070062875747681,0.5175352493921915,0.4881225124982776,0.5463413253973134,0.0582188128990358,0.011185084286614355
17704,66.0,0.6231874227523804,0.5139619906743368,0.4459078308992087,0.5806880570139585,0.13478022611474982,0.11002111441806894
338683,102.0,0.5741456747055054,0.5131823221842448,0.4882033724415903,0.5380300431825343,0.049826670740944046,0.06042569919471741
307771,125.0,0.5418727397918701,0.5129055976867676,0.4935897114163834,0.5324797881379224,0.03889007672153899,0.02957748807011562
325184,110.0,0.564494788646698,0.512601375579834,0.4680211398495616,0.559783699948661,0.09176256009909933,0.05046867955661505
207167,186.0,0.4258751571178436,0.510146975517273,0.46555250195229936,0.5540148012456474,0.08846229929334803,0.0832027933875093
359495,87.0,0.5961213111877441,0.5072397788365682,0.462184978844171,0.5514412103910795,0.08925623154690854,0.08946310303398808
340634,160.0,0.4783167243003845,0.5067015488942465,0.4822678934726586,0.5323409088707778,0.0500730153981192,0.0285385058841654
300558,123.0,0.5461775064468384,0.5065555572509766,0.4822807969431351,0.5310820455057575,0.04880124856262247,0.040288663820081005
367000,77.0,0.6121833324432373,0.5055898030598959,0.45464098737062836,0.5553912630776346,0.10075027570700629,0.10713977937379338
47702,179.0,0.4423328936100006,0.5033368666966757,0.4696069783797448,0.5356116292739121,0.06600465089416735,0.06054151358093374
31676,146.0,0.5008420348167419,0.5033222834269205,0.4561254834058542,0.5470409901130613,0.0909155067072071,0.0014851605887185038
293202,156.0,0.4874334037303924,0.5027651786804199,0.48104531885334784,0.5242142844793388,0.043168965625990985,0.015797852551944047
22576,139.0,0.5099120140075684,0.4996963342030843,0.4511669294094387,0.5493909992451809,0.09822406983574217,0.011536465908623728
220063,103.0,0.5720224380493164,0.498709241549174,0.4591171585216548,0.5371303470937282,0.0780131885720734,0.07351255020543179
115173,121.0,0.547446608543396,0.4981578191121419,0.4722247051569544,0.5252773991018965,0.05305269394494211,0.048929272021374204
310030,140.0,0.5081693530082703,0.4978334108988444,0.47457161040694334,0.5215149179792463,0.04694330757230297,0.010590920655876634
104602,148.0,0.4985210597515106,0.4968832731246948,0.4680435295440631,0.5280115698298365,0.05996804028577346,0.000981066032436806
278555,172.0,0.4514302015304565,0.4967232942581177,0.4373776814321951,0.559554652783542,0.12217697135134692,0.046791923390465395
311855,78.0,0.6086511611938477,0.4952574570973714,0.4350580375242858,0.5564787736144806,0.12142073609019483,0.11164264259378032
321381,151.0,0.4967590570449829,0.493496298789978,0.4905657527957368,0.4965059811057381,0.00594022831000135,0.0033458487334656617
295286,193.0,0.4012526869773865,0.4930954376856486,0.4453914000495214,0.5410014065362647,0.09561000648674334,0.09224230328139577
117525,163.0,0.4703467190265655,0.4915420611699422,0.4681146262563624,0.5142980248566879,0.04618339860032544,0.021778047863986294
191702,145.0,0.5042533874511719,0.4909189542134602,0.4836855451639146,0.49827823599119964,0.014592690827285038,0.013087726763396645
275561,150.0,0.4973200857639313,0.490127166112264,0.4737654728071831,0.5058802617629974,0.032114788955814266,0.007037823601449555
39767,98.0,0.5782303810119629,0.4898333549499511,0.4273116983856392,0.55012935244878,0.12281765406314082,0.089112025977643
318623,74.0,0.6152504682540894,0.4866081078847249,0.40857733537676993,0.5662299198623572,0.15765258448558722,0.1253682743604178
58453,157.0,0.485930860042572,0.484014352162679,0.4226089148488042,0.541280067870281,0.11867115302147685,0.0030270673506547774
260949,95.0,0.5817523002624512,0.4834027290344238,0.4152431839887441,0.5524517317980058,0.13720854780926167,0.09565411305478533
99142,174.0,0.4503814280033111,0.4808649222056071,0.4629107905137731,0.4979919825812601,0.035081192067487,0.030186874843059097
65322,162.0,0.4711157977581024,0.4798471530278523,0.46863843452614506,0.490277529549278,0.021639095023132937,0.008349289029286555
94079,166.0,0.4641677141189575,0.4792532920837402,0.4321862350305017,0.5226732835863824,0.09048704855588074,0.013911471688162313
85627,133.0,0.5210905075073242,0.4788447221120198,0.4383775941268826,0.5222425787259604,0.08386498459907776,0.04068099259091679
143900,159.0,0.4792823195457458,0.4776273568471272,0.4194893811338332,0.5318238171180222,0.11233443598418896,0.002722570027411775
340449,177.0,0.4461076855659485,0.4771967728932698,0.46076865552001167,0.4940782064176861,0.033309550897674456,0.031180576482889077
235950,126.0,0.5409185886383057,0.4761555989583333,0.4371555180560228,0.516819694912979,0.07966417685695615,0.06391440108009483
113084,164.0,0.4698398113250732,0.475895881652832,0.4668832021055461,0.48467603863563635,0.017792836530090228,0.006193548336509369
